seed	community	size	black	black_proportions	death	death_proportions	doom	doom_proportions	electronic	electronic_proportions	experimental	experimental_proportions	folk	folk_proportions	gothic	gothic_proportions	grindcore	grindcore_proportions	groove	groove_proportions	heavy	heavy_proportions	metalcore	metalcore_proportions	power	power_proportions	progressive	progressive_proportions	speed	speed_proportions	symphonic	symphonic_proportions	thrash	thrash_proportions	0-24	25-49	50-74	75-99	100-124	125-149	150-174	175-199	200-224	225-249	250-274	275-299	300-324	325-349	350-374	375-399	400-424	425-449	450-474	475-499	500-524	525-549	country_Brazil	country_Canada	country_Czechia	country_United States	country_Italy	country_Poland	country_Finland	country_Türkiye	country_Russia	country_Australia	country_Mexico	country_Belarus	country_Thailand	country_Japan	country_France	country_Germany	country_Netherlands	country_United Kingdom	country_Ukraine	country_Norway	country_Spain	country_Indonesia	country_Bosnia and Herzegovina	country_Malaysia	country_India	country_Bolivia	country_Hungary	country_Slovakia	country_Ecuador	country_Colombia	country_Sweden	country_Bulgaria	country_Portugal	country_Croatia	country_Sri Lanka	country_Singapore	country_Austria	country_Chile	country_Greece	country_Switzerland	country_Cuba	country_Guatemala	country_Ireland	country_Qatar	country_Panama	country_Iran	country_Armenia	country_Syria	country_Argentina	country_Morocco	country_Venezuela	country_Malta	country_Bangladesh	country_China	country_Iceland	country_Uzbekistan	country_El Salvador	country_Philippines	country_Moldova	country_Belgium	country_Romania	country_South Africa	country_Costa Rica	country_Denmark	country_Peru	country_Nicaragua	country_New Zealand	country_Serbia	country_Puerto Rico	country_Israel	country_Georgia	country_Kenya	country_Paraguay	country_Maldives	country_Latvia	country_Pakistan	country_North Macedonia	country_Kazakhstan	country_Lithuania	country_Honduras	country_Korea, South	country_Estonia	country_Luxembourg	country_Slovenia	country_Vietnam	country_Lebanon	country_Saudi Arabia	country_Iraq	country_Uruguay	country_Dominican Republic	country_Brunei	country_Taiwan	country_Trinidad and Tobago	country_Cyprus	country_Nepal	country_Oman	country_Cambodia	country_Jordan	country_Hong Kong	country_Saint Pierre and Miquelon	country_Tunisia	country_Algeria	country_Mongolia	country_United Arab Emirates	country_Belize	country_Bahrain	country_Montenegro	country_Jamaica	country_Albania	country_Egypt	country_Guyana	country_Myanmar	country_Barbados	country_Kyrgyzstan	country_Gibraltar	country_Guernsey	country_Mozambique	country_Andorra	country_Tajikistan	country_Libya	country_Turkmenistan	country_Azerbaijan	country_Monaco	country_Madagascar	country_Laos	country_Faroe Islands	country_Åland Islands	country_Angola	country_Guam	country_Kuwait	country_Greenland	country_Ethiopia	country_Jersey	country_Reunion	country_Svalbard	country_Curaçao	country_Liechtenstein	country_French Polynesia	country_Palestine	country_Aruba	country_San Marino	country_Falkland Islands	country_Suriname	country_New Caledonia	country_Botswana	country_Mauritius	country_Namibia	country_East Timor	country_Zimbabwe	country_Afghanistan	country_Guadeloupe	country_Uganda	country_French Guiana	country_Isle of Man	country_Malawi	country_Zambia	max_degree_id	max_degree_name	max_degree_cluster	average_degree	endbranch_count	assortativity	clustering	density
662	34	1124	313.0	0.28	427.0	0.38	144.0	0.13	6.0	0.01	5.0	0.0	23.0	0.02	15.0	0.01	28.0	0.02	69.0	0.06	178.0	0.16	67.0	0.06	33.0	0.03	52.0	0.05	14.0	0.01	15.0	0.01	207.0	0.18	1033	75	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	95	10	4	0	2	0	1	0	0	0	0	2	21	0	18	0	9	6	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2864	Panzerchrist	93	9.44	111	0.3447892534801686	0.5610232703909453	0.008407196027417662
662	35	1119	331.0	0.3	449.0	0.4	183.0	0.16	11.0	0.01	9.0	0.01	15.0	0.01	19.0	0.02	58.0	0.05	70.0	0.06	100.0	0.09	83.0	0.07	41.0	0.04	111.0	0.1	19.0	0.02	20.0	0.02	211.0	0.19	1109	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	726	0	3	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	201	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	1	0	0	3	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114019	Blessed Offal	35	5.9	145	0.2960526055432297	0.5511641148488322	0.005280398260010455
662	36	1103	272.0	0.25	331.0	0.3	115.0	0.1	16.0	0.01	18.0	0.02	38.0	0.03	56.0	0.05	27.0	0.02	59.0	0.05	174.0	0.16	109.0	0.1	73.0	0.07	91.0	0.08	20.0	0.02	43.0	0.04	197.0	0.18	1037	64	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	5	0	0	1	0	0	0	0	0	3	17	8	5	0	0	0	0	0	0	0	0	1024	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540359697	The Konstellation	54	7.59	129	0.3457245569600892	0.4913305270272589	0.006890957346158719
662	37	941	197.0	0.21	612.0	0.65	91.0	0.1	8.0	0.01	9.0	0.01	6.0	0.01	11.0	0.01	74.0	0.08	16.0	0.02	39.0	0.04	84.0	0.09	13.0	0.01	21.0	0.02	4.0	0.0	9.0	0.01	93.0	0.1	870	68	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	13	0	542	35	0	2	0	22	14	2	27	0	0	7	3	0	8	0	5	141	0	0	0	0	0	0	1	1	10	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540429815	Scatology Secretion	53	9.76	88	0.4711195893499998	0.7025349076591569	0.010382797838424492
662	38	914	424.0	0.46	295.0	0.32	83.0	0.09	4.0	0.0	9.0	0.01	32.0	0.04	22.0	0.02	32.0	0.04	26.0	0.03	60.0	0.07	41.0	0.04	29.0	0.03	47.0	0.05	3.0	0.0	21.0	0.02	124.0	0.14	846	66	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	2	53	6	3	1	486	20	1	8	0	0	0	2	237	1	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	8	0	6	14	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540303095	Cancer of the Larynx	59	7.8	121	0.5139820275127958	0.571260866661532	0.008539429250720806
662	39	847	358.0	0.42	272.0	0.32	47.0	0.06	1.0	0.0	5.0	0.01	15.0	0.02	12.0	0.01	29.0	0.03	31.0	0.04	114.0	0.13	40.0	0.05	39.0	0.05	20.0	0.02	25.0	0.03	10.0	0.01	169.0	0.2	799	44	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	15	2	1	0	0	1	0	1	0	0	9	6	23	0	11	0	1	45	0	0	0	0	0	0	0	532	7	94	0	0	0	0	0	6	14	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540410248	Amuleto de Calamidades	60	8.67	92	0.3959137316023899	0.5915808415480658	0.010248938682207541
662	40	796	260.0	0.33	420.0	0.53	27.0	0.03	4.0	0.01	5.0	0.01	18.0	0.02	8.0	0.01	69.0	0.09	20.0	0.03	59.0	0.07	31.0	0.04	20.0	0.03	32.0	0.04	10.0	0.01	14.0	0.02	171.0	0.21	783	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	17	0	1	0	0	0	2	0	0	8	0	0	6	1	2	3	0	0	2	0	432	0	0	0	0	0	0	2	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3441	As Sahar	47	6.11	102	0.34579092891407476	0.5035330983324819	0.007679908978856547
662	41	745	319.0	0.43	352.0	0.47	102.0	0.14	9.0	0.01	28.0	0.04	17.0	0.02	5.0	0.01	59.0	0.08	16.0	0.02	24.0	0.03	53.0	0.07	13.0	0.02	20.0	0.03	3.0	0.0	12.0	0.02	66.0	0.09	634	24	0	80	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	0	402	23	13	0	0	0	4	5	0	0	0	72	7	1	11	1	4	55	0	0	0	0	0	0	0	0	0	1	0	3	7	0	1	0	0	0	0	0	0	0	0	0	1	13	9	5	0	7	0	0	0	0	0	0	0	0	1	1	29	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540437978	Morgue Walker	130	18.83	65	0.814154237861177	0.7641371367787666	0.025304900050515985
662	42	735	253.0	0.34	285.0	0.39	74.0	0.1	1.0	0.0	2.0	0.0	22.0	0.03	7.0	0.01	26.0	0.04	9.0	0.01	117.0	0.16	26.0	0.04	33.0	0.04	18.0	0.02	11.0	0.01	11.0	0.01	163.0	0.22	668	60	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	10	1	1	5	0	0	10	0	0	0	0	61	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6506	Black Angel	87	9.86	76	0.2306429822796766	0.4962188232172535	0.013438617953993587
662	43	713	296.0	0.42	247.0	0.35	53.0	0.07	5.0	0.01	4.0	0.01	17.0	0.02	21.0	0.03	35.0	0.05	22.0	0.03	66.0	0.09	75.0	0.11	37.0	0.05	37.0	0.05	7.0	0.01	8.0	0.01	104.0	0.15	673	38	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	107	0	0	2	0	0	0	0	0	0	0	4	420	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6752	Old Pagan	67	7.93	88	0.5698690258521614	0.5877514103611623	0.011137463164032337
662	44	709	216.0	0.3	274.0	0.39	88.0	0.12	6.0	0.01	6.0	0.01	12.0	0.02	15.0	0.02	36.0	0.05	29.0	0.04	69.0	0.1	45.0	0.06	39.0	0.06	51.0	0.07	10.0	0.01	23.0	0.03	129.0	0.18	698	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	95	0	0	0	0	13	1	2	0	0	0	0	38	0	2	2	0	5	0	0	9	1	0	0	0	0	0	1	3	1	0	0	0	0	1	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	2	0	0	235	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47494	Soomdrag	34	7.35	82	0.22556749941479676	0.502414907153815	0.010387033539719348
662	45	620	174.0	0.28	277.0	0.45	34.0	0.05	3.0	0.0	5.0	0.01	5.0	0.01	11.0	0.02	43.0	0.07	22.0	0.04	88.0	0.14	28.0	0.05	38.0	0.06	31.0	0.05	10.0	0.02	12.0	0.02	125.0	0.2	591	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	2	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	82	0	0	0	1	0	12	0	0	0	0	0	0	15	0	0	0	0	363	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540347907	Gólgota	48	8.12	77	0.2637800838585555	0.47422751089565257	0.013111678565845015
662	46	607	331.0	0.55	176.0	0.29	52.0	0.09	3.0	0.0	4.0	0.01	14.0	0.02	4.0	0.01	21.0	0.03	29.0	0.05	38.0	0.06	57.0	0.09	15.0	0.02	18.0	0.03	14.0	0.02	5.0	0.01	116.0	0.19	602	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	450	0	1	0	0	0	7	52	0	0	10	12	20	0	14	2	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540510900	Bloodlet Throne	26	7.08	74	0.5198954420179075	0.6527591821337245	0.011678927365553688
662	47	510	154.0	0.3	173.0	0.34	53.0	0.1	2.0	0.0	4.0	0.01	12.0	0.02	16.0	0.03	13.0	0.03	19.0	0.04	75.0	0.15	33.0	0.06	29.0	0.06	54.0	0.11	6.0	0.01	13.0	0.03	100.0	0.2	497	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0	0	0	0	0	0	0	0	2	28	1	7	0	0	21	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3540261426	Rampart	40	6.96	61	0.3801169026853294	0.525869592566871	0.013683115682422281
662	48	373	92.0	0.25	141.0	0.38	27.0	0.07	3.0	0.01	4.0	0.01	15.0	0.04	12.0	0.03	11.0	0.03	12.0	0.03	52.0	0.14	43.0	0.12	13.0	0.03	21.0	0.06	4.0	0.01	18.0	0.05	94.0	0.25	370	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	26	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	5	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540389134	Chotzä	30	5.33	59	0.5023813945351376	0.48946666549025714	0.014327308368647122
662	49	355	132.0	0.37	132.0	0.37	44.0	0.12	11.0	0.03	6.0	0.02	33.0	0.09	13.0	0.04	11.0	0.03	16.0	0.05	28.0	0.08	12.0	0.03	8.0	0.02	19.0	0.05	5.0	0.01	6.0	0.02	47.0	0.13	342	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	2	0	1	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6522	Bestia	41	7.41	49	0.24218631079796857	0.5014018034351095	0.020927826848094216
662	50	312	48.0	0.15	184.0	0.59	27.0	0.09	1.0	0.0	1.0	0.0	0.0	0.0	4.0	0.01	28.0	0.09	10.0	0.03	12.0	0.04	21.0	0.07	7.0	0.02	13.0	0.04	3.0	0.01	10.0	0.03	50.0	0.16	309	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	37	0	0	0	0	3	0	17	0	0	8	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540497262	Timawa	32	7.44	37	0.6475949561750756	0.5881696890503707	0.023930249814494188
662	51	281	193.0	0.69	76.0	0.27	20.0	0.07	1.0	0.0	4.0	0.01	18.0	0.06	2.0	0.01	6.0	0.02	8.0	0.03	10.0	0.04	13.0	0.05	0.0	0.0	7.0	0.02	6.0	0.02	5.0	0.02	16.0	0.06	171	86	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	32	44	69	3	0	1	3	0	0	0	0	27	3	0	17	0	0	2	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540436288	Plaguespawn	77	20.01	27	0.6152156285071558	0.7796937475559256	0.07147941026944586
662	52	268	82.0	0.31	93.0	0.35	13.0	0.05	3.0	0.01	2.0	0.01	17.0	0.06	15.0	0.06	6.0	0.02	9.0	0.03	17.0	0.06	26.0	0.1	15.0	0.06	15.0	0.06	6.0	0.02	16.0	0.06	58.0	0.22	266	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540270427	败血症	26	5.1	40	0.3391618940408866	0.4842573376100393	0.01911789367767902
662	53	243	70.0	0.29	80.0	0.33	10.0	0.04	0.0	0.0	1.0	0.0	2.0	0.01	4.0	0.02	7.0	0.03	6.0	0.02	39.0	0.16	11.0	0.05	10.0	0.04	4.0	0.02	12.0	0.05	1.0	0.0	85.0	0.35	236	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540317392	Caligula	34	7.55	26	0.1953196162079815	0.4624695357016763	0.03118729381355644
662	54	154	27.0	0.18	49.0	0.32	31.0	0.2	3.0	0.02	2.0	0.01	1.0	0.01	2.0	0.01	6.0	0.04	13.0	0.08	25.0	0.16	19.0	0.12	13.0	0.08	17.0	0.11	1.0	0.01	0.0	0.0	38.0	0.25	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108711	Jex Thoth	23	5.08	17	0.07953636144525518	0.6236771497741581	0.03318903318903319
662	55	150	65.0	0.43	38.0	0.25	40.0	0.27	1.0	0.01	4.0	0.03	1.0	0.01	1.0	0.01	6.0	0.04	5.0	0.03	6.0	0.04	13.0	0.09	1.0	0.01	7.0	0.05	1.0	0.01	1.0	0.01	17.0	0.11	149	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	119	0	5	6	0	0	0	4	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37693	Elgibbor	34	8.23	9	0.1756883483041143	0.759150738006304	0.05521252796420582
662	56	147	86.0	0.59	60.0	0.41	17.0	0.12	2.0	0.01	5.0	0.03	3.0	0.02	0.0	0.0	7.0	0.05	2.0	0.01	5.0	0.03	7.0	0.05	1.0	0.01	7.0	0.05	2.0	0.01	3.0	0.02	19.0	0.13	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	129	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540383668	Fornicus	18	6.01	14	0.12762795898250792	0.7042680109006637	0.04118907837107446
